donor_category	donor_id	donor_name	source_url	country_code	project_name	is_loan	amount_m	currency	amount_m_usd	objectives	main_components	start_date	start_ut	end_date	end_ut	duration	duration_unit	duration_unit_ticks	implementing_agency	executing_agency	Project Name	Loan / Grant	Amount (USD)	Objective/s	Main Component/s	Commencement Date	Duration	Implementing Agency	Executing Agency
bilateral	32	HSBC Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=32&today=2022-03-14&Itemid=321&lang=en		Construction of 210 Rural Bridges Project	True	35.0	GBP	45.5			2012-07-24	1343088000						Ministry of Local Government and Provincial Councils	Ministry of Local Government and Provincial Councils	Construction of 210 Rural Bridges Project	Loan	GBP 35,000,000			2012-07-24		Ministry of Local Government and Provincial Councils	Ministry of Local Government and Provincial Councils
bilateral	10	EXIM Bank of India	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=10&today=2022-03-14&Itemid=321&lang=en	IN	A Dollar Line of Credit of USD 45.27 Million from the Government of India for financing the Rehabilitation of Kankesanthurai Harbour	True	45.27	USD	45.27			2018-01-10	1515542400			5.0	year	157788000.0	Sri Lanka Ports Authority	Ministry of Ports and Shipping	A Dollar Line of Credit of USD 45.27 Million from the Government of India for financing the Rehabilitation of Kankesanthurai Harbour	Loan	USD 45.27 Million			2018-01-10	5 years	Sri Lanka Ports Authority	Ministry of Ports and Shipping
bilateral	9	Saudi Fund for Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=9&today=2022-03-14&Itemid=321&lang=en	SA	Left Bank Development Project in Kaluganga	True	45.0	USD	45.0			2017-10-24	1508803200			4.0	year	126230400.0	Ministry of Irrigation and Water Resources Management	Department of Irrigation	Left Bank Development Project in Kaluganga	Loan	USD 45 Million			2017-10-24	4 Years	Ministry of Irrigation and Water Resources Management	Department of Irrigation
multilateral	7	World Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=7&today=2022-03-14&Itemid=322&lang=en		Ecosystem Conservation and Management Project	True	45.0	USD	45.0	To improve the management of ecosystems in selected locations in Sri Lanka for conservation and community benefits.	Pilot landscape planning and management , providing capacity building to develop a guiding framework.; Sustainable resource use and human elephant co-existence, through developing biodiversity compatible productive livelihood activities and addressing human elephant conflict.; Protected area management and institutional capacity building.	2016-09-06	1473120000						Ministry of Mahaweli Development and environment		Ecosystem Conservation and Management Project	Loan	USD 45.0 Mn	To improve the management of ecosystems in selected locations in Sri Lanka for conservation and community benefits.	Pilot landscape planning and management , providing capacity building to develop a guiding framework.; Sustainable resource use and human elephant co-existence, through developing biodiversity compatible productive livelihood activities and addressing human elephant conflict.; Protected area management and institutional capacity building.	2016-09-06		Ministry of Mahaweli Development and environment	
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	Anuradhapura North Water Supply Project - Phase I (SL - P110)	True	5166.0	JPY	43.911	Provide safe drinking water for people who live in Anuradhapura North area improving the health condition of the area while contributing to the economic development.	Construction of water supply scheme Cover the water supply facilities of Medawachchiya and Rambewa DS Divisions under Mahakanadarawawa water supply scheme.; Design of Wahalkada water supply scheme.	2013-03-14	1363219200						National Water Supply and Drainage Board	Ministry of City Planning & Water Supply	Anuradhapura North Water Supply Project - Phase I (SL - P110)	Loan	JPY 5166 Mn	Provide safe drinking water for people who live in Anuradhapura North area improving the health condition of the area while contributing to the economic development.	Construction of water supply scheme Cover the water supply facilities of Medawachchiya and Rambewa DS Divisions under Mahakanadarawawa water supply scheme.; Design of Wahalkada water supply scheme.	2013-03-14		National Water Supply and Drainage Board	Ministry of City Planning & Water Supply
multilateral	7	World Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=7&today=2022-03-14&Itemid=322&lang=en		Climate Resilience Improving Project (Additional Financing)	True	42.0	USD	42.0	Reduce the vulnerability of exposed people and assets to climate risk.; Improve the Government of Sri Lanka’s capacity to respond effectively to Disasters.	Flood risk mitigation works; Landslide rectification works; Cost over-run of flood risk mitigation works of the parent project; Project Implementation	2014-07-10	1404950400						Ministry of irrigation and Water Resource Management	Irrigation Department, Mahaweli Authority of Sri Lanka, Road Development Authority, National Building Research Organization, Uva provincial council	Climate Resilience Improving Project (Additional Financing)	Loan	USD 42 Mn	Reduce the vulnerability of exposed people and assets to climate risk.; Improve the Government of Sri Lanka’s capacity to respond effectively to Disasters.	Flood risk mitigation works; Landslide rectification works; Cost over-run of flood risk mitigation works of the parent project; Project Implementation	2014-07-10		Ministry of irrigation and Water Resource Management	Irrigation Department, Mahaweli Authority of Sri Lanka, Road Development Authority, National Building Research Organization, Uva provincial council
bilateral	4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	CN	Supply of 02 Nos MA - 60 Aircraft Project	True	41.0	USD	41.0	To use the passenger transportation between domestic and regional destinations.	purchasing 02 commercial aircrafts	2010-09-09	1283990400						Ministry of Ports & Aviation	Ministry of Ports & Aviation	Supply of 02 Nos MA - 60 Aircraft Project	Loan	USD 41 Mn	To use the passenger transportation between domestic and regional destinations.	purchasing 02 commercial aircrafts	2010-09-09		Ministry of Ports & Aviation	Ministry of Ports & Aviation
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Dry Zone Urban Water and Sanitation Project - Additional Financing	True	40.0	USD	40.0	Support research and data collection, institutional development, and infrastructure investment.	Covers the rehabilitation, expansion, and development of water and sanitation infrastructure for major towns in the northwestern dry zone (Chilaw, Mannar, Puttalam, and Vavuniya), including urban and periurban water supply, and stage management and sanitation.; Support decentralization of service delivery functions to regional offices.; Improve water resource management, coordination, and planning ability.; Increase public awareness.	2013-02-13	1360713600						National Water Supply & Drainage Board	Ministry of City Planning & Water Supply	Dry Zone Urban Water and Sanitation Project - Additional Financing	Loan	USD 40 Mn	Support research and data collection, institutional development, and infrastructure investment.	Covers the rehabilitation, expansion, and development of water and sanitation infrastructure for major towns in the northwestern dry zone (Chilaw, Mannar, Puttalam, and Vavuniya), including urban and periurban water supply, and stage management and sanitation.; Support decentralization of service delivery functions to regional offices.; Improve water resource management, coordination, and planning ability.; Increase public awareness.	2013-02-13		National Water Supply & Drainage Board	Ministry of City Planning & Water Supply
multilateral	8	OPEC Fund for International Development (OFID)	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=8&today=2022-03-14&Itemid=322&lang=en		Road Network Development Project	True	40.0	USD	40.0			2013-01-16	1358294400						Road Development Authority	Ministry of Roads and Highways	Road Network Development Project	Loan	USD 40 Mn			2013-01-16		Road Development Authority	Ministry of Roads and Highways
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Local Government Infrastructure Improvement Project	True	39.7	USD	39.7			2009-01-19	1232323200						Nine Provincials Councils	Ministry of Provincial Councils and Local Government	Local Government Infrastructure Improvement Project	Loan	USD 39.7 Mn			2009-01-19		Nine Provincials Councils	Ministry of Provincial Councils and Local Government
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		North East Community Restoration and Development Project 2	True	36.6	USD	36.6			2005-03-31	1112227200						Northern and Eastern Provincial Councils	Ministry of Provincial Councils and Local Government	North East Community Restoration and Development Project 2	Loan	USD 36.6 Mn			2005-03-31		Northern and Eastern Provincial Councils	Ministry of Provincial Councils and Local Government
bilateral	37	EDCF EXIM Bank of Korea	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=37&today=2022-03-14&Itemid=321&lang=en	KR	Construction of Solid Waste Disposal Facilities Project	True	33.5	USD	33.5	Implement effective solid waste management system in selected areas of the country and contributes to minimize environment pollution and preserve comfortable urban atmosphere for the living residence.; Increase percentage of the recyclable materials.; Decreasing of waste volume being sent to land fill by composting organic waste and saving budget.	"Establishing four sanitary land filling sites in Medirigiriya in Polonnruwa district and Keerimalai in Jaffna district, Anuradhapura, Hikkaduwa with following facilities;; Storm water retention reservoir
Access roads
Rainwater and underground water drainage facility
Leachate liner system
Leachate collection facility
Leachate treatment facility
Landfill gas collection facility
Administration building and auxiliary facilities.; Storm water retention reservoir; Access roads; Rainwater and underground water drainage facility; Leachate liner system; Leachate collection facility; Leachate treatment facility; Landfill gas collection facility; Administration building and auxiliary facilities."	2013-07-23	1374537600						GOSL	Ministry of Mahaweli and Environment	Construction of Solid Waste Disposal Facilities Project	Loan	EDCF Portion - USD 33.5 Mn, GOSL Portion - USD 7.5 Mn	Implement effective solid waste management system in selected areas of the country and contributes to minimize environment pollution and preserve comfortable urban atmosphere for the living residence.; Increase percentage of the recyclable materials.; Decreasing of waste volume being sent to land fill by composting organic waste and saving budget.	"Establishing four sanitary land filling sites in Medirigiriya in Polonnruwa district and Keerimalai in Jaffna district, Anuradhapura, Hikkaduwa with following facilities;; Storm water retention reservoir
Access roads
Rainwater and underground water drainage facility
Leachate liner system
Leachate collection facility
Leachate treatment facility
Landfill gas collection facility
Administration building and auxiliary facilities.; Storm water retention reservoir; Access roads; Rainwater and underground water drainage facility; Leachate liner system; Leachate collection facility; Leachate treatment facility; Landfill gas collection facility; Administration building and auxiliary facilities."	2013-07-23		GOSL	Ministry of Mahaweli and Environment
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	Improvement of Basic Social Service Targeting the Emerging Regions (SL - P105)	True	3935.0	JPY	33.447500000000005	Enhancing non - communicable disease management through improvement in facilities in secondary level hospitals & ensuring drug security.	Strengthening pharmaceutical manufacturing capacity for reliable and efficient supply of the essential drugs; Strengthening secondary level hospitals (Central, Sabaragamuwa, North Western, Eastern and North Central Provinces) to provide sufficient curative services; Provide 124 ambulances to hospitals in Central, Sabaragamuwa, North western, North Central, Uva, Eastern, North Central and Northern Provinces; Construction of Teldeniya Hospital, Galgamuwa Hospital, Kalawanchikudy Hospital and Warakapola Hospital; Procurement of Medical Equipment	2012-03-28	1332892800						Ministry of Health and relevant Provincial Councils	Department of Project Management and Monitoring	Improvement of Basic Social Service Targeting the Emerging Regions (SL - P105)	Loan	JPY 3,935 Mn	Enhancing non - communicable disease management through improvement in facilities in secondary level hospitals & ensuring drug security.	Strengthening pharmaceutical manufacturing capacity for reliable and efficient supply of the essential drugs; Strengthening secondary level hospitals (Central, Sabaragamuwa, North Western, Eastern and North Central Provinces) to provide sufficient curative services; Provide 124 ambulances to hospitals in Central, Sabaragamuwa, North western, North Central, Uva, Eastern, North Central and Northern Provinces; Construction of Teldeniya Hospital, Galgamuwa Hospital, Kalawanchikudy Hospital and Warakapola Hospital; Procurement of Medical Equipment	2012-03-28		Ministry of Health and relevant Provincial Councils	Department of Project Management and Monitoring
bilateral	5	Kuwait Fund for Arab Economic Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=5&today=2022-03-14&Itemid=321&lang=en	KW	Project for Constructionand Rehabilitation of 25 Bridgesof the National Road Network	True	10.0	KWD	32.9	To Improve the efficiency of road transport services.	9 bridges in Western province; 3bridges in Southernprovince; 5bridges in NorthWestern province; 4bridges in Sabaragamuwaprovince; 3bridges in Northern province; A bridge in Eastern province	2014-01-30	1391040000			6.0	year	189345600.0	Road Development Authority	Ministry of Higher Education & Highways.	Project for Constructionand Rehabilitation of 25 Bridgesof the National Road Network	Loan	KD 10,000,000.00	To Improve the efficiency of road transport services.	9 bridges in Western province; 3bridges in Southernprovince; 5bridges in NorthWestern province; 4bridges in Sabaragamuwaprovince; 3bridges in Northern province; A bridge in Eastern province	2014-01-30	6 years	Road Development Authority	Ministry of Higher Education & Highways.
bilateral	5	Kuwait Fund for Arab Economic Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=5&today=2022-03-14&Itemid=321&lang=en	KW	Building Complex for the Faculty of Health Care Sciences Eastern University	True	10.0	KWD	32.9	To produce quality medical graduates with high competence; Provide appropriate environment for promoting the students in their studies with least constraints; Upgrade the quality of living standard of the students by providing reasonable facilities	To construct a building complex To construct a PlayGround and a pavilion; To provideinternet facilities; To construct aLaboratory; To supply Furniture, fittings, and Medical Equipment	2016-03-24	1458777600			4.0	year	126230400.0	Eastern University, Sri Lanka	Ministry of Higher Education &Highways	Building Complex for the Faculty of Health Care Sciences Eastern University	Loan	KD 10,000,000.00	To produce quality medical graduates with high competence; Provide appropriate environment for promoting the students in their studies with least constraints; Upgrade the quality of living standard of the students by providing reasonable facilities	To construct a building complex To construct a PlayGround and a pavilion; To provideinternet facilities; To construct aLaboratory; To supply Furniture, fittings, and Medical Equipment	2016-03-24	4 Years	Eastern University, Sri Lanka	Ministry of Higher Education &Highways
bilateral	28	French Agency for Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=28&today=2022-03-14&Itemid=321&lang=en	FR	Construction of Four Grid Substations and Related Transmission Line	True	30.0	EUR	32.7			2015-10-02	1443744000						Ceylon Electricity Board	Ministry of Power and Renewable Energy	Construction of Four Grid Substations and Related Transmission Line	Loan	Euro 30,000,000			2015-10-02		Ceylon Electricity Board	Ministry of Power and Renewable Energy
bilateral	4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	CN	The supply & delivery to foreign importer the materials required for lighting Sri Lanka Eastern Province project (Negenahira Nawodaya)	True	32.4	USD	32.4		Construction of New electrification Schemes - 268 new rural electrification schemes; 106 new low voltage distribution substations; 802 Km of low voltage lines; 273Km of medium voltage reinforcement tower lines and rehabilitation of 200 of low voltage distribution substations.	2012-01-16	1326672000						Ceylon Electricity Board	Ministry of Power & Renewable Energy	The supply & delivery to foreign importer the materials required for lighting Sri Lanka Eastern Province project (Negenahira Nawodaya)	Loan	USD 32.4 Million		Construction of New electrification Schemes - 268 new rural electrification schemes; 106 new low voltage distribution substations; 802 Km of low voltage lines; 273Km of medium voltage reinforcement tower lines and rehabilitation of 200 of low voltage distribution substations.	2012-01-16		Ceylon Electricity Board	Ministry of Power & Renewable Energy
multilateral	1	Russia, Australia & West Countries	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=1&today=2022-03-14&Itemid=322&lang=en	AU	Implementation of Anamaduwa Integrated Water Supply Project	True	29.5	EUR	32.155	To address the drinking water issue experienced by a population of about 81,700 people living in Anamaduwa, Kotawehera, Nawagaththegama, Mahakumbukkadawala, Mundalama, Galgamuwa, Rasnayakapura Divisional Secretariat areas and some parts of Puttalam Divisional Secretariat area by providing uninterrupted quality pipe borne water supply facilities.	Construction of modern full water treatment plant with a capacity of 11,000m3/day; Construction of other necessary infrastructure including 61 k.m. long clear water transmission main line and 328 k.m. long water distribution system.	2017-02-07	1486425600			3.0	year	94672800.0	Ministry of City Planning and Water Supply	National Water Supply and Drainage Board	Implementation of Anamaduwa Integrated Water Supply Project	Loan	Euro 29.50	To address the drinking water issue experienced by a population of about 81,700 people living in Anamaduwa, Kotawehera, Nawagaththegama, Mahakumbukkadawala, Mundalama, Galgamuwa, Rasnayakapura Divisional Secretariat areas and some parts of Puttalam Divisional Secretariat area by providing uninterrupted quality pipe borne water supply facilities.	Construction of modern full water treatment plant with a capacity of 11,000m3/day; Construction of other necessary infrastructure including 61 k.m. long clear water transmission main line and 328 k.m. long water distribution system.	2017-02-07	3 Years	Ministry of City Planning and Water Supply	National Water Supply and Drainage Board
bilateral	9	Saudi Fund for Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=9&today=2022-03-14&Itemid=321&lang=en	SA	Epilepsy Hospital and Healthcare Centres Project	True	32.0	USD	32.0	Construction of a new hospital for Epilepsy patients.	Construction of the Epilepsy Hospital Building; Supply of Medical Equipment to the Hospital	2015-10-30	1446163200						Ministry of Health Nutrition and Indigenous Medicine	Ministry of Health Nutrition and Indigenous Medicine	Epilepsy Hospital and Healthcare Centres Project	Loan	USD 32 Mn	Construction of a new hospital for Epilepsy patients.	Construction of the Epilepsy Hospital Building; Supply of Medical Equipment to the Hospital	2015-10-30		Ministry of Health Nutrition and Indigenous Medicine	Ministry of Health Nutrition and Indigenous Medicine
bilateral	4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	CN	Procurement of material for the Northern Province power sector development program project (Uthuru Wasanthaya)	True	31.7	USD	31.7	This will be used to procure material for construction of medium & low voltage network in the Northern Province to achieve 100% electricity coverage.	Procure material for construction of medium & low voltage network	2010-09-09	1283990400						Ceylon Electricity Board	Ministry of Power & Renewable Energy	Procurement of material for the Northern Province power sector development program project (Uthuru Wasanthaya)	Loan	USD 31.7 Mn	This will be used to procure material for construction of medium & low voltage network in the Northern Province to achieve 100% electricity coverage.	Procure material for construction of medium & low voltage network	2010-09-09		Ceylon Electricity Board	Ministry of Power & Renewable Energy
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Fiscal Management Efficiency Project	True	30.8	USD	30.8	This project will focus on strengthening and modernization of tax administration and public expenditure management in Sri Lanka to support in enhancing fiscal space required for sustainable and equitable development.	Establishment of revenue administration management information system within the Department to inland Revenue.; Establishment of Integrated Treasury Management Information System (ITMIS) which will cater to the requirements of all the departments under the Ministry of Finance.; Conducting foreign and local training programs	2010-06-07	1275868800						Ministry of Finance and Mass Media	Ministry of Finance and Mass Media	Fiscal Management Efficiency Project	Loan	USD 30.8 Mn	This project will focus on strengthening and modernization of tax administration and public expenditure management in Sri Lanka to support in enhancing fiscal space required for sustainable and equitable development.	Establishment of revenue administration management information system within the Department to inland Revenue.; Establishment of Integrated Treasury Management Information System (ITMIS) which will cater to the requirements of all the departments under the Ministry of Finance.; Conducting foreign and local training programs	2010-06-07		Ministry of Finance and Mass Media	Ministry of Finance and Mass Media
bilateral	9	Saudi Fund for Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=9&today=2022-03-14&Itemid=321&lang=en	SA	Wayamba University Township Development Project	True	28.0	USD	28.0	To develop academic facilities and infrastructure of the university as well as re enforce the livelihood of the people who live in immediate surrounding area of the university; To establish a knowledge based self-reliant and sustainable community interactive system for the Wayamba University, Sri Lanka		2017-10-24	1508803200			4.0	year	126230400.0	Ministry of Higher Education and Highways	Wayamba University of Sri Lanka	Wayamba University Township Development Project	Loan	USD 28 Million	To develop academic facilities and infrastructure of the university as well as re enforce the livelihood of the people who live in immediate surrounding area of the university; To establish a knowledge based self-reliant and sustainable community interactive system for the Wayamba University, Sri Lanka		2017-10-24	4 Years	Ministry of Higher Education and Highways	Wayamba University of Sri Lanka
bilateral	37	EDCF EXIM Bank of Korea	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=37&today=2022-03-14&Itemid=321&lang=en	KR	Grater Galle Water Supply Project stage I	True	26.77	USD	26.77		Salinity Barrier; Raw water intake (100,000 m3/day) & Pump station; water treatment plant (32,000 m3/day); 4 Service reservoirs; Transmission- 27 Km; Distribution – 53 Km	2001-09-12	1000252800						National Water Supply and Drainage Board	Ministry of Urban Development and Water Supply	Grater Galle Water Supply Project stage I	Loan	26.77 Million		Salinity Barrier; Raw water intake (100,000 m3/day) & Pump station; water treatment plant (32,000 m3/day); 4 Service reservoirs; Transmission- 27 Km; Distribution – 53 Km	2001-09-12		National Water Supply and Drainage Board	Ministry of Urban Development and Water Supply
bilateral	37	EDCF EXIM Bank of Korea	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=37&today=2022-03-14&Itemid=321&lang=en	KR	Establishment Gampaha College of Technology and Colombo Central Vocational Training Centre Project	True	26.05	USD	26.05	Establish two vocational training centers with modern technological facilities in Gampaha and Colombo for leading of the Sri Lanka vocational training system.	Providing formal professional education to students with regard to the latest technology and know-how in the selected areas.; Match the labor market requirements in both local and international.; Empower labour force with necessary knowledge and skills; Increase job opportunities for the youth of the country.	2013-07-23	1374537600						GOSL	Ministry of Skills Development and Vocational Training	Establishment Gampaha College of Technology and Colombo Central Vocational Training Centre Project	Loan	EDCF Portion - USD 26.05 Mn, GOSL Portion - USD 5.4 Mn	Establish two vocational training centers with modern technological facilities in Gampaha and Colombo for leading of the Sri Lanka vocational training system.	Providing formal professional education to students with regard to the latest technology and know-how in the selected areas.; Match the labor market requirements in both local and international.; Empower labour force with necessary knowledge and skills; Increase job opportunities for the youth of the country.	2013-07-23		GOSL	Ministry of Skills Development and Vocational Training
bilateral	4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	CN	Lighting Sri Lanka Uva Province Project (Uva Udanaya)	True	24.9	USD	24.9	This will be used to procure material required for construction of 250 new substations, 625km new MV lines & 2250km new low voltage lines.	Procure material required for construction of 250 new substations; Procure material required for construction of 625km new MV  lines & 2250km new low voltage lines.	2011-07-19	1311033600						Ceylon Electricity Board	Ministry of Power & Renewable Energy	Lighting Sri Lanka Uva Province Project (Uva Udanaya)	Loan	USD 24.9 Mn	This will be used to procure material required for construction of 250 new substations, 625km new MV lines & 2250km new low voltage lines.	Procure material required for construction of 250 new substations; Procure material required for construction of 625km new MV  lines & 2250km new low voltage lines.	2011-07-19		Ceylon Electricity Board	Ministry of Power & Renewable Energy
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Transport Project Preparatory Facility	False	24.42	USD	24.42	Improve the readiness of Priority Transport Projects	Development of feasibility studies and detailed engineering designs for the transport projects in Roads, Railways and Port subsectors.; Provision of implementation support for transport projects on safeguard implementation, procurement and capacity development.	2016-10-28	1477612800			6.0	year	189345600.0	Road Development Authority, Sri Lanka Ports Authority, Sri Lanka Railways	Ministry of Higher Education and Highways, Ministry of Ports and Shipping, Ministry of Transport and Civil Aviation	Transport Project Preparatory Facility	Technical Assistance Loan	USD 24.42 Mn	Improve the readiness of Priority Transport Projects	Development of feasibility studies and detailed engineering designs for the transport projects in Roads, Railways and Port subsectors.; Provision of implementation support for transport projects on safeguard implementation, procurement and capacity development.	2016-10-28	6 Years	Road Development Authority, Sri Lanka Ports Authority, Sri Lanka Railways	Ministry of Higher Education and Highways, Ministry of Ports and Shipping, Ministry of Transport and Civil Aviation
bilateral	28	French Agency for Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=28&today=2022-03-14&Itemid=321&lang=en	FR	Green Power Development and Energy Efficiency improvement Investment	True	22.0	EUR	23.98			2015-10-02	1443744000						Ceylon Electricity Board	Ministry of Power and Renewable Energy	Green Power Development and Energy Efficiency improvement Investment	Loan	Euro 22,000,000			2015-10-02		Ceylon Electricity Board	Ministry of Power and Renewable Energy
bilateral	37	EDCF EXIM Bank of Korea	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=37&today=2022-03-14&Itemid=321&lang=en	KR	Ruwanwella Water Supply Project	True	20.5	USD	20.5	Provide safe drinking water to residents in the Ruwanwella area by developing a piped water supply system,; Decrease the drinking water issues and thereby improve the living conditions of the people.	Establishment of Intake Facility of 4,400 m3/d; Establishment of Water Treatment Plant : 4,000 m3/d; Establishment of Water Storage Reservoir; Establishment of Transmission Line of 110Km approximately; Providing Electronic &mechanical equipment	2014-12-30	1419897600						Water Supply and Drainage Board	Ministry of City Planning and Water Supply	Ruwanwella Water Supply Project	Loan	20.5 Million	Provide safe drinking water to residents in the Ruwanwella area by developing a piped water supply system,; Decrease the drinking water issues and thereby improve the living conditions of the people.	Establishment of Intake Facility of 4,400 m3/d; Establishment of Water Treatment Plant : 4,000 m3/d; Establishment of Water Storage Reservoir; Establishment of Transmission Line of 110Km approximately; Providing Electronic &mechanical equipment	2014-12-30		Water Supply and Drainage Board	Ministry of City Planning and Water Supply
multilateral	8	OPEC Fund for International Development (OFID)	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=8&today=2022-03-14&Itemid=322&lang=en		Western Province Road Development Project	True	17.0	USD	17.0	Kaduwela - Athurugiriya Road; Walgama - Athurugiriya Road; Bellana - Moragala Road; Wadduwa - Moranthuduwa Road	Road Improvement; Road Widening; Drainage Improvement Work; Road signs and Marking	2015-06-26	1435276800						Ministry of Higher Education and Highways	Road Development Authority	Western Province Road Development Project	Loan	USD 17 Mn	Kaduwela - Athurugiriya Road; Walgama - Athurugiriya Road; Bellana - Moragala Road; Wadduwa - Moranthuduwa Road	Road Improvement; Road Widening; Drainage Improvement Work; Road signs and Marking	2015-06-26		Ministry of Higher Education and Highways	Road Development Authority
multilateral	8	OPEC Fund for International Development (OFID)	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=8&today=2022-03-14&Itemid=322&lang=en		Kaluganga Development Project (A Co-Financing Project)	True	16.0	USD	16.0	The Project aims at constructing the Kalu Ganga reservoir as well as building irrigation and social infrastructure.	Construction of the main dam at Pallegama; Construction of one saddle dam; Construction of a spillway and stilling basin; Installation of irrigation intakes and outlets; Installation of new irrigation sluices	2010-10-04	1286150400						Ministry of Mahaweli Development and Environment	Sri Lanka Mahaweli Authority	Kaluganga Development Project (A Co-Financing Project)	Loan	USD 16 Mn	The Project aims at constructing the Kalu Ganga reservoir as well as building irrigation and social infrastructure.	Construction of the main dam at Pallegama; Construction of one saddle dam; Construction of a spillway and stilling basin; Installation of irrigation intakes and outlets; Installation of new irrigation sluices	2010-10-04		Ministry of Mahaweli Development and Environment	Sri Lanka Mahaweli Authority
